id,topico,subtopico,dificuldade_fase3,nota,stem,correct_answer_index,gemma2:2b,phi4-mini:latest,llama3.2:3b,n_modelos_corretos,dificuldade_estimada
ffde36b030-f0-d0-r1-q0,"Manutenção, Inspeção e Integridade de Ativos",Manutenção e Plano de Manutenção,Média,0.92,"Um trem de compressão de gás em um FPSO apresenta tendência de aumento de vibração e temperatura de mancais, ainda dentro de limites, e a redundância é limitada. A equipe deve reduzir o risco de falha sem perda desnecessária de disponibilidade. Qual ajuste é mais coerente com RCM, priorizando impacto em segurança e produção?",2,True,True,True,3,Fácil
ffde36b030-f0-d0-r1-q1,"Manutenção, Inspeção e Integridade de Ativos",Manutenção e Plano de Manutenção,Média,0.9,"No teste mensal, uma bomba de combate a incêndio a diesel não cumpre o tempo de partida do PS, com os demais elementos operacionais. Para manter a continuidade sem elevar o risco, qual ação de governança é mais adequada?",0,True,True,True,3,Fácil
ffde36b030-f0-d0-r1-q3,"Manutenção, Inspeção e Integridade de Ativos",Manutenção e Plano de Manutenção,Média,0.86,"Uma equipe está implantando um sistema especialista inspirado em RCM para uma unidade hidráulica de atuadores de válvulas, configurável conforme o arranjo do circuito e o modo de operação. Qual benefício prático essa integração traz para a tomada de decisão de manutenção?",1,True,True,True,3,Fácil
ffde36b030-f0-d0-r1-q5,"Manutenção, Inspeção e Integridade de Ativos",Manutenção e Plano de Manutenção,Média,0.89,"Um mangote de offloading de óleo tem histórico de desgaste. A criticidade é avaliada considerando segurança, meio ambiente, produção e custo. Qual diretriz de manutenção melhor reflete boas práticas de priorização por criticidade?",1,True,True,True,3,Fácil
ffde36b030-f0-d0-r2-q1,"Manutenção, Inspeção e Integridade de Ativos",Manutenção e Plano de Manutenção,Média,0.91,"Durante testes, um SCE de combate a incêndio não atende ao PS estabelecido quanto ao tempo de partida. A operação deseja manter o FPSO produzindo enquanto a correção é planejada. Qual procedimento é mais adequado para garantir conformidade com a governança técnica e a gestão de risco?",1,True,True,True,3,Fácil
ffde36b030-f0-d0-r2-q2,"Manutenção, Inspeção e Integridade de Ativos",Manutenção e Plano de Manutenção,Média,0.92,"Durante uma revisão de integridade, um bow tie atualizado aponta degradação em barreiras de um sistema de alívio, enquanto o plano de manutenção vigente foi estruturado a partir de uma FMEA do ano anterior. Qual a melhor forma de combinar essas evidências para definir a priorização das intervenções?",1,True,True,True,3,Fácil
ffde36b030-f0-d0-r2-q4,"Manutenção, Inspeção e Integridade de Ativos",Manutenção e Plano de Manutenção,Média,0.9,"Na revisão do plano de manutenção, compara-se uma válvula ESD classificada como SCE, com falhas raras porém consequências graves, e uma bomba de circulação com recorrência de falhas e efeito limitado à eficiência. Que critério e arranjo de tarefas traduzem uma priorização por criticidade segundo RCM?",2,True,True,True,3,Fácil
ffde36b030-f0-d0-r2-q5,"Manutenção, Inspeção e Integridade de Ativos",Manutenção e Plano de Manutenção,Média,0.9,Propõe-se instalar um bypass em um controlador de pressão do gás para facilitar futuras manutenções. Como conduzir essa alteração sob a ótica de integridade e manutenção?,3,True,True,True,3,Fácil
ffde36b030-f0-d0-r3-q0,"Manutenção, Inspeção e Integridade de Ativos",Manutenção e Plano de Manutenção,Média,0.93,"Em uma unidade de produção offshore, a revisão do plano de manutenção identificou: (i) um Elemento Crítico de Segurança (SCE) que não atingiu o Performance Standard (PS) em teste funcional; (ii) um equipamento não classificado como SCE apresentando tendência de degradação por monitoramento de condição. Com janela de intervenção curta e recursos limitados, qual abordagem melhor alinha a filosofia RCM à governança de PS?",2,True,True,False,2,Média
ffde36b030-f0-d0-r3-q1,"Manutenção, Inspeção e Integridade de Ativos",Manutenção e Plano de Manutenção,Fácil,0.89,"Um conjunto de válvulas de processo apresenta falhas por desgaste, com bons indicadores de condição (tendência de vibração/temperatura) e consequências moderadas em termos de produção e baixo impacto direto sobre segurança. Considerando a filosofia de Manutenção Centrada na Confiabilidade (RCM), qual estratégia é mais adequada?",1,True,True,True,3,Fácil
ffde36b030-f0-d0-r3-q2,"Manutenção, Inspeção e Integridade de Ativos",Manutenção e Plano de Manutenção,Média,0.92,"Após uma FMECA apontar modos de falha de alta severidade em barreiras preventivas nos bow ties, como esses achados devem ser refletidos no plano de manutenção para manter o risco em ALARP?",2,True,True,True,3,Fácil
ffde36b030-f0-d0-r3-q3,"Manutenção, Inspeção e Integridade de Ativos",Manutenção e Plano de Manutenção,Média,0.95,"Durante um teste de rotina, um SCE não atinge o PS estabelecido. A área operacional sugere continuar a operação com orientações internas até a próxima parada para manutenção. Qual conduta é consistente com os requisitos de PS e a governança técnica descrita?",0,True,True,True,3,Fácil
ffde36b030-f0-d0-r4-q0,"Manutenção, Inspeção e Integridade de Ativos",Manutenção e Plano de Manutenção,Média,0.92,"Durante uma parada parcial de 48 horas, a gerência de um FPSO precisa redistribuir a manutenção entre bombas de incêndio (SCE), compressores de gás de elevação e bombas de água de serviço para reduzir risco e manter disponibilidade. Qual abordagem é mais coerente com RCM e com os requisitos de integridade?",0,True,True,False,2,Média
ffde36b030-f0-d0-r4-q1,"Manutenção, Inspeção e Integridade de Ativos",Manutenção e Plano de Manutenção,Média,0.9,"Em um teste funcional, uma válvula de emergência classificada como SCE não atendeu ao PS. Há uma janela de offloading nas próximas horas e a unidade possui redundância parcial. Qual decisão é mais coerente com a governança técnica e a gestão de risco?",1,True,True,True,3,Fácil
ffde36b030-f0-d0-r4-q3,"Manutenção, Inspeção e Integridade de Ativos",Manutenção e Plano de Manutenção,Média,0.87,"A empresa avalia implantar um sistema especialista para recomendar tarefas preditivas, preventivas e corretivas em um subsistema hidráulico de atuação de válvulas no FPSO, considerando configurações e modos de operação. Qual modo de uso agrega valor sem fragilizar a governança de integridade?",3,True,True,True,3,Fácil
ffde36b030-f0-d0-r5-q0,"Manutenção, Inspeção e Integridade de Ativos",Manutenção e Plano de Manutenção,Média,0.94,"Um trem de compressão de gás em um FPSO vem registrando trips por vibração em serviço intermitente. A gerência quer reduzir indisponibilidades com uma estratégia coerente com manutenção centrada na confiabilidade. Qual decisão de manutenção melhor alinha criticidade, risco e disponibilidade?",1,True,True,True,3,Fácil
ffde36b030-f0-d0-r5-q1,"Manutenção, Inspeção e Integridade de Ativos",Manutenção e Plano de Manutenção,Média,0.91,"Após um quase-incidente com uma válvula de ESD que não fechou em um teste funcional, a equipe decide usar FMECA para direcionar ações e integrar os resultados ao gerenciamento de riscos. Qual abordagem melhor prioriza mitigação e integra segurança de processo?",1,True,True,True,3,Fácil
ffde36b030-f0-d0-r5-q2,"Manutenção, Inspeção e Integridade de Ativos",Manutenção e Plano de Manutenção,Média,0.92,"Em testes de rotina, um Elemento Crítico de Segurança (SCE) não atingiu o Performance Standard (PS). A operação precisa decidir sobre continuidade e controles. Qual decisão melhor atende à governança técnica e à gestão de risco?",0,True,True,True,3,Fácil
ffde36b030-f0-d0-r5-q3,"Manutenção, Inspeção e Integridade de Ativos",Manutenção e Plano de Manutenção,Média,0.91,"Uma equipe vai implantar um sistema especialista, baseado em MCC/RCM, para sugerir intervenções em um circuito hidráulico de atuação com regimes de operação variados. Como parametrizar o sistema para captar o contexto?",0,True,True,True,3,Fácil
ffde36b030-f0-d0-r5-q4,"Manutenção, Inspeção e Integridade de Ativos",Manutenção e Plano de Manutenção,Média,0.92,"Com um backlog extenso e recursos limitados, a equipe de manutenção precisa priorizar intervenções em um FPSO integrando integridade de ativos e segurança de processo. Qual critério de priorização é mais consistente com RCM, SCE e gestão de risco ALARP?",0,True,True,True,3,Fácil
ffde36b030-f0-d0-r5-q5,"Manutenção, Inspeção e Integridade de Ativos",Manutenção e Plano de Manutenção,Média,0.91,"Após um evento de baixa severidade, a análise bow tie mostrou um SCE preventivo abaixo do padrão de desempenho (PS). Integrando manutenção, integridade e safety case, qual ajuste de estratégia é mais adequado?",3,True,True,True,3,Fácil
ffde36b030-f0-d0-r6-q0,"Manutenção, Inspeção e Integridade de Ativos",Manutenção e Plano de Manutenção,Média,0.92,"Durante uma checagem de rotina no FPSO, constata-se que um SCE do sistema de detecção de gás na compressão está fora do PS por deriva de calibração, com a produção em curso. Qual decisão de gestão técnica melhor equilibra continuidade operacional e governança de risco?",1,True,True,True,3,Fácil
ffde36b030-f0-d0-r6-q1,"Manutenção, Inspeção e Integridade de Ativos",Manutenção e Plano de Manutenção,Média,0.94,"Ao elaborar o plano de manutenção de um FPSO, a equipe precisa definir a estratégia para três conjuntos: bombas de combate a incêndio a diesel (firewater), compressores de gás de exportação e luminárias de área não classificada do alojamento. Com base em MCC/RCM e criticidade (segurança, produção, custo), qual combinação é mais coerente?",3,False,False,True,1,Difícil
ffde36b030-f0-d0-r6-q3,"Manutenção, Inspeção e Integridade de Ativos",Manutenção e Plano de Manutenção,Média,0.9,"Na implantação de um sistema especialista alinhado à lógica RCM/RCMEX para um módulo de bombeio em um FPSO, a equipe precisa decidir como parametrizar as recomendações de manutenção. Qual abordagem produz recomendações de fato contextualizadas?",3,True,True,True,3,Fácil
ffde36b030-f0-d0-r6-q4,"Manutenção, Inspeção e Integridade de Ativos",Manutenção e Plano de Manutenção,Média,0.92,"Um bow tie do sistema de flare indica a válvula de alívio e o selo d’água como barreiras críticas. Uma inspeção mostra que o selo não atende ao PS mínimo. Como proceder de forma integrada entre manutenção, integridade e gestão de risco?",0,True,True,True,3,Fácil
ffde36b030-f0-d0-r7-q0,"Manutenção, Inspeção e Integridade de Ativos",Manutenção e Plano de Manutenção,Média,0.93,"Em um FPSO, o sistema de lubrificação dos mancais do turret é SCE com PS definidos. A FMECA aponta modos de falha com degradação rastreável por análise de óleo e tendência de pressão. Ao ajustar o plano, qual estratégia melhor equilibra risco e disponibilidade?",3,True,False,True,2,Média
ffde36b030-f0-d0-r7-q1,"Manutenção, Inspeção e Integridade de Ativos",Manutenção e Plano de Manutenção,Média,0.86,"Uma equipe pretende usar um sistema especialista que segue RCM para recomendar manutenção de um conjunto de atuadores hidráulicos de válvulas de processo no FPSO. Para que as recomendações sejam contextualizadas ao cenário real, qual abordagem de entrada e configuração é mais adequada?",3,True,True,True,3,Fácil
ffde36b030-f0-d0-r7-q3,"Manutenção, Inspeção e Integridade de Ativos",Manutenção e Plano de Manutenção,Média,0.92,"Em inspeção de rotina, um SCE de barreira contra incêndio não cumpre o PS de integridade de vedação. A operação precisa seguir por poucas horas até a próxima janela de manutenção. Qual procedimento é adequado para manter o risco sob controle?",3,True,False,True,2,Média
ffde36b030-f0-d0-r7-q4,"Manutenção, Inspeção e Integridade de Ativos",Manutenção e Plano de Manutenção,Média,0.88,"Após um quase-incidente de alívio de pressão, a equipe inicia a revisão do safety case e do bow tie do cenário. Para robustecer o programa de manutenção e integridade, qual medida integrada é mais indicada?",1,True,True,True,3,Fácil
ffde36b030-f0-d0-r8-q3,"Manutenção, Inspeção e Integridade de Ativos",Manutenção e Plano de Manutenção,Média,0.88,Uma equipe está implantando um sistema especialista para apoiar decisões de manutenção em um circuito hidráulico de atuação de válvulas de processo. Busca-se que as recomendações reflitam as condições operacionais e a configuração real do sistema. Qual configuração de uso é mais coerente com uma abordagem baseada em RCM?,2,True,True,True,3,Fácil
ffde36b030-f0-d0-r8-q4,"Manutenção, Inspeção e Integridade de Ativos",Manutenção e Plano de Manutenção,Média,0.92,"Na priorização do backlog de manutenção de um FPSO, incluem-se: sistema ESD (SCE) com teste pendente, bombas de incêndio (SCE) com anomalia de desempenho, monitoramento da descarga de água produzida instável e selos de bomba de carga com desgaste. Considerando criticidade em segurança, meio ambiente, produção e custo, qual decisão está mais alinhada às boas práticas?",0,True,True,True,3,Fácil
